,Name,IP,H,H2,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,WPA,aLI,RE24,GameDate,interceptRow,ageGap,ages,targets
98716,delucri01,8.0,8,8,3,2,1,6,1,1.8,32,116,79,51,8,20,9,16,6,0,61,0.064,0.83,0.9,1990-09-18,1.0,1964-10-07,8188,0.0
60322,lillyte01,4.2,6,6,6,6,1,8,3,4.63,21,98,68,41,13,14,0,12,1,0,35,-0.379,0.62,-3.0,2011-06-22,1.0,1976-01-04,11191,0.0
21725,mercejo02,1.2,5,5,4,4,3,1,0,6.38,12,55,30,17,2,11,4,4,3,0,27,-0.326,1.19,-3.6,2000-04-27,1.0,1971-03-05,9198,0.0
3270,vanpoto01,8.1,6,6,4,4,2,1,2,7.84,32,101,67,49,6,12,10,19,4,0,54,0.157,0.67,0.1,1998-06-25,1.0,1971-12-09,8376,0.0
58144,martira02,8.0,4,4,2,1,3,10,0,2.18,30,125,74,33,17,24,9,8,3,0,75,0.217,1.13,1.9,1998-04-10,1.0,1968-03-22,9483,0.0
80953,nelsoji02,5.0,1,1,1,1,3,4,0,0.9,19,72,39,19,9,11,6,6,3,0,62,0.106,1.16,1.1,2013-09-28,1.0,1989-06-05,7673,0.0
14589,foltymi01,6.0,6,6,2,2,2,8,2,5.04,24,104,68,41,13,14,1,13,6,0,58,0.023,0.81,1.0,2015-07-29,1.0,1991-10-07,7513,0.0
48163,sanabal01,5.0,6,6,5,5,1,6,0,4.5,22,91,59,35,6,18,4,11,5,0,40,-0.032,0.61,-1.3,2010-09-05,1.0,1988-09-08,6939,0.0
53453,alvarwi01,7.0,11,11,1,1,2,7,0,5.32,32,132,84,47,14,23,5,18,10,0,56,0.258,1.03,3.0,1995-06-30,1.0,1970-03-24,7973,0.0
113446,bakersc02,8.0,3,3,0,0,1,7,0,4.7,29,105,70,41,10,19,5,15,3,0,82,0.624,1.44,3.8,2010-08-04,1.0,1981-09-19,9111,0.0
95249,tewksbo01,5.0,9,9,4,4,1,5,0,4.6,25,-1,-1,-1,-1,-1,8,12,7,0,37,-0.265,1.03,-3.0,1996-05-23,1.0,1960-11-30,11195,0.0
4831,webbbr01,8.0,4,4,2,2,1,6,0,2.14,29,104,65,38,10,17,15,7,3,0,71,0.203,0.8,2.4,2008-04-11,1.0,1979-05-09,9128,0.0
74133,coneda01,6.0,7,7,5,5,3,4,0,6.6,27,84,47,27,13,7,7,12,6,0,39,-0.256,0.93,-1.7,1998-05-19,1.0,1963-01-02,11163,0.0
41120,kutzlje01,3.1,6,6,4,4,0,1,1,6.04,16,56,35,24,6,5,5,10,4,0,33,-0.311,1.1,-2.2,1990-05-26,1.0,1965-03-25,7942,0.0
12282,mahompa01,4.0,8,8,7,7,3,1,1,4.46,22,83,50,36,3,11,7,11,6,0,16,-0.303,0.93,-4.8,2001-05-25,1.0,1970-08-09,9717,0.0
108407,aybarma01,6.0,4,4,1,1,2,1,0,7.42,23,76,49,35,5,9,7,13,4,0,59,0.192,1.04,2.1,1998-06-20,1.0,1972-05-04,8245,0.0
100949,lawrebr02,6.1,8,8,5,5,0,2,2,5.47,27,90,63,35,8,20,12,13,4,0,39,-0.231,0.71,-2.4,2005-05-21,1.0,1976-05-14,9157,0.0
79530,bensokr01,4.2,5,5,2,2,2,6,0,3.86,22,88,52,28,4,20,4,9,2,0,50,-0.059,1.29,-0.3,2005-05-05,1.0,1974-11-07,9622,0.0
49854,valdeis01,6.1,6,6,2,2,6,3,1,3.31,30,111,65,35,10,20,8,13,2,0,50,0.177,1.26,2.3,1999-08-05,1.0,1973-08-21,8190,0.0
55275,zitoba01,8.0,8,8,2,2,2,7,0,3.76,33,108,70,42,9,19,9,15,6,0,63,0.229,1.01,2.5,2006-08-19,1.0,1978-05-13,8920,0.0
118097,oswalro01,5.1,7,7,4,3,1,4,0,5.94,26,77,55,34,10,11,9,11,6,0,43,-0.036,1.34,-0.2,2012-08-23,1.0,1977-08-29,11040,0.0
80892,torreca01,6.0,7,7,1,1,2,6,1,0.94,27,96,65,42,11,12,8,10,4,0,58,0.198,1.23,1.5,2013-07-23,1.0,1982-10-22,9704,0.0
99896,cloudke01,2.0,5,5,6,6,2,0,4,6.29,13,50,29,18,1,10,3,8,2,0,20,-0.325,0.67,-4.9,1998-08-19,1.0,1975-01-09,7450,0.0
95574,harnipe01,7.0,3,3,1,1,3,8,1,2.8,27,115,71,46,17,8,7,9,0,0,72,0.263,1.11,2.3,1998-06-10,1.0,1966-09-23,10007,0.0
1737,weaveje02,7.1,5,5,2,2,0,4,0,3.85,27,93,67,42,7,18,9,14,1,0,64,0.316,0.99,2.9,2007-08-12,1.0,1982-10-04,7843,0.0
118300,leecl02,5.0,11,11,8,8,1,1,1,14.4,27,101,71,48,2,21,10,15,6,0,13,-0.464,1.21,-5.6,2014-03-31,1.0,1978-08-30,11229,0.0
46496,jonesbo03,6.0,4,4,0,0,0,5,0,7.18,23,101,69,41,12,16,7,10,3,0,69,0.363,1.15,3.2,2000-07-03,1.0,1970-02-10,9591,0.0
38994,elartsc01,4.0,5,5,4,2,3,4,0,6.27,22,88,49,29,10,10,6,8,3,0,41,-0.176,0.96,-1.6,2003-09-25,1.0,1976-02-23,8705,0.0
95584,valdeis01,5.1,4,4,2,2,5,2,1,4.59,24,76,42,25,1,16,8,9,1,0,49,-0.005,1.17,-0.1,1998-06-17,1.0,1973-08-21,7833,0.0
52767,appieke01,6.0,3,3,1,0,3,5,0,3.0,26,113,72,37,11,23,9,7,2,0,66,0.051,1.62,0.9,1990-08-23,1.0,1967-12-06,7167,0.0
12139,mussimi01,7.0,5,5,2,1,1,4,1,3.84,28,121,80,52,11,17,13,10,3,0,64,0.217,0.95,2.0,2000-07-02,1.0,1968-12-08,9961,0.0
114699,ryanno01,8.1,2,2,0,0,1,14,0,2.71,26,110,76,29,23,24,4,7,1,0,92,0.202,0.33,3.7,1991-07-07,1.0,1947-01-31,14020,0.0
105904,mazzavi01,6.0,6,6,3,3,1,4,0,1.37,25,82,55,33,10,12,10,10,4,0,51,-0.065,0.98,0.0,2009-06-12,1.0,1986-09-27,7166,0.0
79929,carlybu01,5.0,6,6,3,3,1,1,0,4.28,21,79,51,35,1,15,6,13,6,0,43,0.054,0.63,-0.4,2007-08-07,1.0,1977-12-21,9349,0.0
1907,lackejo01,8.0,5,5,1,1,2,6,0,3.09,31,105,62,35,3,24,11,11,4,0,72,0.443,1.42,3.4,2008-08-21,1.0,1978-10-23,9413,0.0
68172,affelje01,4.0,2,2,1,1,4,3,0,2.49,20,78,46,28,7,11,4,8,3,0,53,0.088,1.48,1.2,2002-05-08,1.0,1979-06-06,7233,0.0
123231,oconnmi01,5.0,5,5,3,3,4,3,0,2.12,26,95,59,36,6,17,6,11,2,0,44,0.011,1.27,-0.5,2006-05-07,1.0,1980-08-17,8116,0.0
48324,hamelco01,7.0,4,4,3,3,3,7,2,2.63,28,102,61,34,6,21,12,6,0,0,61,0.153,1.28,0.2,2011-09-03,1.0,1983-12-27,8736,0.0
60381,staufti01,1.2,1,1,7,7,7,2,0,3.76,13,61,25,17,0,8,1,3,1,0,20,-0.308,1.45,-3.8,2011-08-30,1.0,1982-06-02,9228,0.0
62101,mcdonbe01,7.0,5,5,4,2,3,2,1,2.78,30,96,59,42,4,13,13,12,3,0,54,-0.156,1.07,-0.6,1990-09-01,1.0,1967-11-24,7185,0.0
41785,gullibi01,5.0,4,4,3,3,1,2,2,6.68,20,84,51,35,2,14,8,9,2,0,48,-0.009,0.88,-0.1,1994-06-08,1.0,1959-02-20,11138,0.0
32693,colonba01,7.0,7,7,2,2,1,2,1,3.96,28,85,55,35,3,17,10,15,8,0,56,0.004,0.9,1.1,2014-09-05,1.0,1973-05-24,13028,0.0
110568,carpech01,8.0,5,5,1,1,1,7,0,3.57,31,99,69,38,9,22,11,11,6,0,74,0.444,1.2,3.2,2011-08-22,1.0,1975-04-27,11461,0.0
16563,holtch01,7.1,6,6,3,3,0,5,3,5.32,30,107,65,40,7,18,9,14,4,0,59,0.047,0.94,0.9,2001-06-05,1.0,1971-09-18,9376,0.0
120491,loaizes01,6.0,5,5,3,1,1,3,0,2.52,26,114,78,46,10,22,9,13,5,0,56,0.057,0.91,0.4,2001-04-17,1.0,1971-12-31,9244,0.0
45371,bowenry01,6.1,6,6,6,6,4,7,2,3.62,29,111,67,41,7,19,9,9,3,0,40,-0.262,0.8,-2.9,1993-05-05,1.0,1968-02-10,7962,0.0
78085,leitema01,7.0,7,7,3,3,1,6,1,4.9,29,87,54,32,11,11,10,11,7,0,56,-0.043,0.75,0.5,1996-05-28,1.0,1963-04-13,10453,0.0
28386,wadats01,6.1,1,1,1,1,1,8,1,2.56,21,92,59,32,7,20,5,7,1,0,74,0.264,0.85,1.9,2014-08-24,1.0,1981-02-21,10572,0.0
87549,gagneer01,4.0,5,5,5,4,1,5,1,4.92,20,71,46,28,8,10,4,8,2,0,38,-0.287,0.89,-3.0,2001-08-11,1.0,1976-01-07,8076,0.0
77661,bowenry01,8.0,3,3,1,1,5,5,0,3.18,31,95,58,30,10,18,13,8,2,0,72,0.241,0.88,2.9,1993-05-10,1.0,1968-02-10,7966,0.0
26013,holtch01,6.0,7,7,4,4,4,2,1,7.64,29,104,57,39,2,16,11,11,6,0,40,-0.117,0.7,-0.7,2000-05-03,1.0,1971-09-18,9033,0.0
32948,desclan01,6.0,8,8,1,1,3,2,1,1.5,27,102,65,40,10,15,10,11,9,0,51,0.18,1.17,1.9,2016-06-10,1.0,1990-04-18,8251,0.0
122280,felizne01,5.0,4,4,4,4,6,4,2,3.81,21,88,46,28,9,9,5,6,1,0,41,-0.212,1.03,-2.5,2012-05-01,1.0,1988-05-02,7572,0.0
71938,arnolja01,6.2,1,1,0,0,1,2,0,1.42,22,60,38,20,4,14,12,7,2,0,73,0.212,0.47,3.7,1999-05-05,1.0,1974-03-24,7925,0.0
102487,woodal02,6.0,5,5,4,1,4,5,0,3.2,28,104,55,31,9,15,8,10,5,0,53,-0.262,1.0,-1.4,2014-08-05,1.0,1991-01-12,7435,0.0
112238,parrist01,3.0,6,6,6,6,1,1,4,6.25,16,62,36,26,1,9,6,8,2,0,23,-0.329,0.49,-4.4,2003-05-06,1.0,1967-12-17,11166,0.0
98984,hansoer01,9.0,5,5,3,3,1,10,1,3.99,32,121,80,43,12,25,10,11,4,0,74,-0.038,1.19,1.3,1992-07-22,1.0,1965-05-18,8576,0.0
61936,urenajo01,6.0,4,4,1,1,0,4,0,5.34,22,86,51,35,6,10,7,11,4,0,64,0.172,0.92,1.8,2016-07-24,1.0,1991-09-12,7846,0.0
27221,webbbr01,7.0,5,5,3,2,1,4,0,3.38,27,86,60,40,4,16,17,5,4,0,60,-0.059,1.05,0.9,2007-07-20,1.0,1979-05-09,8898,0.0
74162,maddugr01,6.0,9,9,3,3,0,4,0,1.75,27,87,62,33,6,23,13,10,7,0,46,-0.022,1.26,0.3,1998-06-22,1.0,1966-04-14,10158,0.0
8670,harenda01,6.2,6,6,4,4,2,4,1,4.28,28,101,56,34,6,16,7,14,5,0,48,-0.083,1.14,-0.6,2005-06-10,1.0,1980-09-17,7803,0.0
35278,sabatc.01,1.0,0,0,0,0,0,0,0,2.77,3,8,6,4,1,1,2,1,0,0,53,0.049,0.63,0.5,2004-06-26,1.0,1980-07-21,7552,0.0
69893,vasques01,3.0,3,3,4,4,5,2,1,9.35,17,68,32,19,5,8,3,7,1,0,34,-0.253,1.04,-2.5,2012-09-09,1.0,1983-11-07,9101,0.0
90983,weathda01,6.1,6,6,3,3,2,1,0,3.76,27,85,50,32,6,12,16,7,3,0,48,0.015,1.23,0.8,1996-06-13,1.0,1969-09-25,8430,0.0
57951,salkero01,1.2,5,5,5,5,3,0,1,5.26,12,44,23,14,2,7,4,5,1,0,22,-0.329,0.76,-4.3,1996-09-10,1.0,1971-03-06,8052,0.0
41298,langsma01,7.0,4,4,2,1,4,7,1,3.34,29,133,73,32,15,26,4,14,3,0,66,0.148,1.03,1.6,1991-06-22,1.0,1960-08-20,9731,0.0
100393,mercejo02,3.0,7,7,6,6,3,1,2,6.11,20,76,52,31,3,18,7,8,2,0,19,-0.341,0.52,-5.5,2001-09-07,1.0,1971-03-05,9628,0.0
1407,lackejo01,6.2,8,8,3,2,3,7,0,3.65,32,115,78,42,16,20,10,12,5,0,52,0.002,0.97,0.2,2005-08-03,1.0,1978-10-23,8450,0.0
112956,mcgowdu01,6.0,4,4,2,2,3,4,1,4.36,24,95,53,33,8,12,10,7,1,0,57,0.164,1.4,1.2,2007-07-30,1.0,1982-03-24,7999,0.0
82025,flemida01,7.0,6,6,2,2,6,8,1,4.24,33,125,71,35,12,24,10,9,3,0,59,0.202,1.46,1.5,1993-08-05,1.0,1969-11-07,7492,0.0
1751,escobke01,8.0,6,6,1,1,0,5,0,2.77,31,109,72,33,13,26,10,16,4,0,71,0.453,1.44,3.4,2007-08-26,1.0,1976-04-11,9900,0.0
68074,pineijo01,2.0,2,2,2,1,4,0,0,0.79,11,50,24,16,3,5,4,3,1,0,42,-0.063,1.27,-0.9,2001-07-21,1.0,1978-09-25,7201,0.0
106758,hammeja01,5.0,6,6,3,2,3,3,1,3.01,24,99,63,38,9,16,11,7,3,0,45,-0.165,0.85,-0.9,2014-07-09,1.0,1982-09-02,10050,0.0
58921,saarlki01,5.1,4,4,2,2,2,1,0,5.56,22,82,49,30,3,16,13,5,0,0,51,0.003,1.47,0.2,2002-09-06,1.0,1979-05-23,7350,0.0
68496,loaizes01,7.0,9,9,3,3,3,4,1,4.16,31,116,72,46,8,18,14,10,1,0,48,0.037,0.76,1.0,2004-05-20,1.0,1971-12-31,10220,0.0
81583,searcst01,5.0,2,2,2,1,6,8,0,4.86,23,101,47,25,12,10,4,5,2,0,59,0.075,1.13,0.9,1990-09-22,1.0,1964-06-04,8299,0.0
12669,pettian01,6.0,11,11,5,5,3,2,2,4.23,31,111,63,44,3,16,13,13,2,0,29,-0.379,1.05,-2.2,2003-08-14,1.0,1972-06-15,9834,0.0
121839,janssca01,3.2,8,8,5,5,1,1,2,6.23,20,79,47,32,2,13,6,12,4,0,25,-0.251,0.86,-3.2,2009-06-13,1.0,1981-09-17,8753,0.0
103524,rapppa01,5.0,5,5,2,2,4,1,0,4.53,24,104,61,46,5,10,5,14,6,0,46,-0.105,1.38,-0.6,1994-05-28,1.0,1967-07-13,8481,0.0
98781,gardimi01,6.2,6,6,1,1,2,7,0,4.42,29,121,77,40,8,29,13,7,3,0,63,0.312,1.02,2.2,1991-06-10,1.0,1965-10-19,8091,0.0
53741,pughti01,8.0,3,3,1,1,2,4,0,1.13,29,106,63,36,7,20,13,10,2,0,74,0.218,0.51,3.5,1997-05-17,1.0,1967-01-26,9563,0.0
8827,sosajo02,6.0,9,9,5,5,0,4,2,5.07,27,98,66,44,7,15,8,15,4,0,38,-0.232,0.6,-1.8,2006-06-04,1.0,1978-04-28,8868,0.0
66363,smithro01,2.2,8,8,6,6,1,2,0,4.59,15,56,36,19,5,12,4,8,6,0,19,-0.306,1.07,-3.8,1990-08-01,1.0,1961-09-06,9120,0.0
28400,woodtr01,6.0,3,3,0,0,3,4,0,4.86,22,98,59,35,5,19,6,9,5,0,67,0.341,1.18,2.7,2014-09-15,1.0,1987-02-06,8711,0.0
2917,weaveje02,7.0,5,5,3,3,1,7,0,3.52,26,102,68,39,11,18,9,9,2,0,61,0.226,0.55,0.8,2014-09-20,1.0,1982-10-04,10086,0.0
14336,jimenub01,6.0,5,5,4,4,3,6,2,6.0,26,96,63,32,7,24,1,15,4,0,49,-0.238,0.94,-1.1,2014-04-02,1.0,1984-01-22,9528,0.0
3138,fulmemi01,7.2,2,2,0,0,2,8,0,3.24,27,102,67,38,13,16,7,10,5,0,81,0.392,1.0,3.2,2016-06-01,1.0,1993-03-15,7325,0.0
2916,lewisco01,5.0,9,9,8,7,1,3,3,5.34,25,83,56,37,5,14,2,19,8,0,21,-0.262,0.54,-5.8,2014-09-20,1.0,1979-08-02,11087,0.0
115889,seleaa01,4.2,6,6,4,4,1,4,1,4.45,21,74,48,23,7,18,7,9,4,0,39,-0.128,0.83,-1.4,1999-05-01,1.0,1970-06-25,9103,0.0
101096,moyerja01,7.0,5,5,2,1,1,5,0,3.45,29,109,73,44,12,17,9,13,5,0,65,0.173,1.03,1.8,2006-04-24,1.0,1962-11-18,13705,0.0
36164,sowerje01,5.0,6,6,5,5,4,3,2,5.09,25,95,54,32,4,18,8,10,4,0,34,-0.264,1.08,-2.4,2009-09-26,1.0,1983-05-17,8319,0.0
27832,davisdo02,6.1,8,8,3,3,0,5,1,5.95,25,92,60,31,10,19,8,12,5,0,50,0.171,1.14,1.4,2011-06-01,1.0,1975-09-21,11263,0.0
91388,cordofr01,9.0,4,4,1,1,3,10,0,3.07,34,117,71,36,23,12,9,12,4,0,82,0.354,0.93,3.7,1998-09-03,1.0,1972-04-26,8316,0.0
110756,lohseky01,7.0,4,4,0,0,2,5,0,2.71,26,102,69,39,7,23,8,11,3,0,72,0.367,1.06,3.3,2012-09-18,1.0,1978-10-04,10716,0.0
37246,klubeco01,6.0,4,4,3,3,2,3,2,3.21,23,87,55,31,10,14,11,7,3,0,53,0.01,0.34,0.4,2016-08-11,1.0,1986-04-10,9573,0.0
1656,buehrma01,6.0,7,7,3,3,3,3,1,3.22,28,109,64,37,10,17,7,15,5,0,46,-0.028,0.81,0.3,2007-05-06,1.0,1979-03-23,8874,0.0
51547,myersbr01,6.0,11,11,2,2,1,6,0,3.81,28,91,58,31,9,18,11,10,7,0,47,0.078,0.95,0.8,2010-04-25,1.0,1980-08-17,9368,0.0
43161,knottga01,4.1,7,7,5,5,3,4,1,4.58,22,75,47,27,2,18,7,8,5,0,30,-0.258,0.74,-3.0,2003-05-30,1.0,1977-02-12,8296,0.0
74153,irabuhi01,7.1,6,6,1,1,4,6,0,1.45,29,101,56,34,10,12,11,7,5,0,64,0.219,0.93,2.8,1998-06-04,1.0,1969-05-05,9177,0.0
67263,aldresc01,7.1,7,7,5,5,2,1,2,7.49,31,-1,-1,-1,-1,-1,9,19,6,0,43,0.108,0.28,-0.5,1996-07-15,1.0,1968-06-12,8864,0.0
71177,bouchde01,4.0,7,7,7,7,2,3,1,13.5,20,69,38,22,7,9,6,9,3,0,21,-0.322,0.97,-4.9,1994-04-12,1.0,1968-03-07,8235,0.0
80264,hernali01,5.1,11,11,6,6,1,1,1,5.47,27,76,49,31,5,13,9,16,9,0,22,-0.291,1.0,-3.5,2009-08-17,1.0,1975-02-20,10883,0.0
81001,ryuhy01,6.0,9,9,2,2,1,9,1,3.0,26,89,60,22,8,30,7,9,6,0,54,0.131,1.15,0.5,2014-05-21,1.0,1987-03-25,8570,0.0
122647,dicker.01,5.1,5,5,2,2,2,3,2,4.2,24,101,66,37,9,20,9,9,4,0,51,-0.08,0.97,-0.7,2014-06-09,1.0,1974-10-29,12500,0.0
54871,roberna01,5.0,3,3,2,2,2,3,0,4.47,21,90,51,33,5,13,5,10,2,0,54,0.054,1.06,0.8,2004-05-27,1.0,1977-09-03,8435,0.0
76640,richaga01,8.0,7,7,2,2,1,3,1,4.04,29,101,68,43,7,18,15,10,4,0,62,0.099,0.78,1.9,2013-08-12,1.0,1988-05-27,7955,0.0
42568,appieke01,6.2,9,9,7,6,2,3,1,5.0,32,105,64,38,14,12,15,12,7,0,31,-0.576,1.09,-3.0,1999-07-21,1.0,1967-12-06,9979,0.0
11437,wellsda01,9.0,7,7,1,1,0,7,0,1.5,34,113,86,52,11,23,12,15,5,0,76,0.469,0.9,4.4,1996-04-16,1.0,1963-05-20,10385,0.0
7999,burkejo03,7.0,6,6,1,1,1,7,1,2.82,28,93,62,33,9,20,9,11,4,0,67,0.309,1.07,2.8,2001-05-15,1.0,1964-11-28,11505,0.0
41232,anderal02,6.0,7,7,3,3,1,2,3,4.53,26,88,56,39,6,11,7,16,4,0,47,-0.095,0.99,-0.1,1990-09-28,1.0,1964-01-07,8433,0.0
15349,johnsra05,6.0,4,4,2,2,3,8,0,3.29,26,97,64,28,18,18,7,7,0,0,61,0.226,1.1,2.0,1993-07-18,1.0,1963-09-10,9421,0.0
65936,eovalna01,4.0,8,8,4,4,2,1,2,4.29,21,70,48,33,3,12,8,10,8,0,29,-0.207,0.78,-2.2,2014-09-11,1.0,1990-02-13,7755,0.0
77213,combspa01,5.0,4,4,3,3,5,0,1,4.5,24,102,55,40,3,12,8,11,2,0,42,-0.094,1.09,-1.6,1990-06-23,1.0,1966-10-29,7463,0.0
76614,guthrje01,6.2,6,6,1,1,1,3,1,4.12,26,92,60,35,5,20,10,12,7,0,60,0.259,1.03,1.9,2013-07-08,1.0,1979-04-08,10808,0.0
85163,parkeja02,3.2,2,2,0,0,0,3,0,4.11,13,48,38,23,8,7,4,6,2,0,60,0.169,0.72,1.6,2013-06-29,1.0,1988-11-24,7761,0.0
22196,buehrma01,6.2,8,8,3,2,2,6,1,1.57,29,102,65,40,11,14,9,12,8,0,52,0.073,1.16,0.4,2003-04-15,1.0,1979-03-23,7593,0.0
97873,marquja01,5.0,7,7,3,3,0,5,2,5.79,23,83,52,29,6,17,9,9,2,0,46,-0.234,0.88,-2.2,2012-07-08,1.0,1978-08-21,10692,0.0
108957,hermadu01,6.0,4,4,3,3,3,2,2,4.43,24,103,58,31,9,18,10,8,5,0,51,-0.13,0.94,-0.5,2001-08-16,1.0,1972-12-21,9041,0.0
47680,durbijd01,0.0,5,5,7,7,1,0,0,6.27,7,19,12,9,1,2,3,2,2,0,11,-0.442,1.6,-5.8,2007-09-01,1.0,1982-02-24,8052,0.0
99665,williwo02,5.2,11,11,6,6,2,3,4,4.61,27,105,67,43,10,14,8,14,3,0,24,-0.302,1.04,-2.9,1997-06-03,1.0,1966-08-19,9716,0.0
7150,telghda01,4.0,5,5,3,1,2,2,0,5.61,20,69,41,23,3,15,7,9,4,0,44,-0.126,0.94,-0.9,1995-09-21,1.0,1966-11-11,9107,0.0
115972,hamiljo02,5.0,5,5,3,3,2,4,2,6.21,21,88,50,32,6,12,4,11,4,0,47,0.051,0.95,0.1,1999-08-09,1.0,1970-09-09,9124,0.0
77189,dunnemi01,4.0,7,7,6,3,1,3,1,4.76,23,78,52,31,11,10,10,9,5,0,32,-0.306,0.74,-4.1,1990-05-26,1.0,1962-10-27,8703,0.0
39118,estessh01,5.0,10,10,6,6,6,4,2,5.76,30,123,65,43,7,15,10,10,3,0,21,-0.303,0.94,-3.1,2004-08-19,1.0,1973-02-18,9940,0.0
46580,maddugr01,5.0,3,3,0,0,0,3,0,0.0,18,58,44,26,5,13,5,10,5,0,64,0.281,0.87,2.5,2001-04-06,1.0,1966-04-14,11038,0.0
38504,jarvike01,6.0,6,6,4,4,2,2,1,5.84,26,98,61,39,4,18,9,13,4,0,44,0.009,0.92,0.2,2000-09-26,1.0,1969-08-01,9831,0.0
27715,gallayo01,6.0,2,2,1,1,1,12,0,2.71,21,95,63,25,13,25,5,3,2,0,75,0.149,0.5,2.0,2010-08-02,1.0,1986-02-27,7708,0.0
71898,medinra01,5.1,7,7,3,2,6,6,1,6.43,27,107,62,31,15,16,6,8,3,0,44,0.094,1.25,0.5,1998-09-15,1.0,1975-02-15,7441,0.0
24191,lockeje01,6.0,3,3,2,2,2,8,0,4.74,23,99,60,31,11,18,7,5,2,0,64,0.082,0.92,0.8,2015-06-17,1.0,1987-11-20,8701,0.0
103999,estessh01,8.2,1,1,0,0,2,11,0,2.51,28,134,86,40,17,29,9,6,1,0,91,0.442,0.71,4.1,1997-07-04,1.0,1973-02-18,7691,0.0
95304,glavito02,7.0,7,7,4,4,1,4,0,2.65,26,98,56,31,11,14,11,10,4,0,50,0.147,0.74,0.6,1996-07-31,1.0,1966-03-25,9578,0.0
64658,schmija01,5.0,3,3,1,1,3,5,0,1.8,21,95,62,34,9,19,2,11,4,0,59,0.185,1.09,1.6,2007-04-04,1.0,1973-01-29,10785,0.0
14374,norribu01,6.0,6,6,4,4,3,6,1,3.83,26,110,71,41,11,19,7,10,4,0,47,-0.122,1.2,-1.1,2014-05-23,1.0,1985-03-02,9222,0.0
12635,davisdo02,4.0,9,9,3,3,1,4,0,5.37,23,76,55,34,5,16,6,11,5,0,35,-0.182,1.25,-1.3,2003-07-03,1.0,1975-09-21,8767,0.0
97328,haranaa01,6.1,8,8,5,5,2,6,1,3.44,29,109,66,38,11,17,4,17,5,0,41,-0.294,1.31,-1.0,2009-05-15,1.0,1978-05-09,9788,0.0
97733,haranaa01,5.2,6,6,6,6,2,6,1,3.76,25,101,65,35,11,19,6,10,3,0,37,-0.119,1.25,-1.2,2011-07-30,1.0,1978-05-09,10484,0.0
62184,augusdo01,7.0,3,3,0,0,1,2,0,4.29,25,106,61,43,2,16,9,13,2,0,72,0.085,0.14,3.4,1991-05-28,1.0,1963-07-03,8805,0.0
85002,matsuda01,1.0,4,4,5,5,2,0,2,6.65,9,28,16,12,0,4,2,5,1,0,23,-0.386,0.86,-4.5,2012-07-02,1.0,1980-09-13,10035,0.0
85390,feldmsc01,8.1,7,7,3,2,0,6,0,3.99,32,116,76,42,7,27,13,13,5,0,65,0.224,1.34,2.0,2014-09-06,1.0,1983-02-07,9965,0.0
50303,saarlki01,2.0,10,10,6,6,1,1,0,16.2,15,51,29,20,5,4,7,6,5,0,12,-0.418,1.19,-5.6,2002-06-23,1.0,1979-05-23,7285,0.0
67793,hawkila01,5.1,10,10,6,6,2,1,1,6.76,27,99,61,41,6,14,10,14,5,0,23,-0.294,0.73,-3.0,1999-09-13,1.0,1972-12-21,8434,0.0
75217,vazquja01,6.2,9,9,4,4,4,3,1,4.77,32,115,72,43,10,19,12,13,4,0,39,-0.104,0.88,-0.4,2004-09-20,1.0,1976-07-25,8885,0.0
57780,candito01,6.0,7,7,5,3,2,6,1,3.45,27,110,68,39,15,14,10,9,3,0,46,-0.284,1.11,-2.2,1995-08-30,1.0,1957-08-31,11990,0.0
92420,willida07,6.0,8,8,4,4,2,4,2,3.75,29,97,60,38,5,17,9,13,4,0,42,-0.149,0.79,-1.0,2005-06-02,1.0,1979-03-12,8276,0.0
84900,paulife01,4.1,4,4,6,6,6,4,1,4.6,22,96,51,29,6,16,5,7,4,0,29,-0.423,1.16,-3.7,2011-09-05,1.0,1983-10-05,8810,0.0
112062,kennejo04,5.0,6,6,3,2,0,3,0,4.91,21,100,68,50,8,10,9,9,4,0,48,-0.047,1.07,-0.4,2002-04-23,1.0,1979-05-24,7231,0.0
73447,perezme01,6.1,7,7,5,5,3,6,1,4.66,29,107,71,45,13,13,7,13,4,0,42,0.058,0.89,-0.0,1993-07-20,1.0,1966-02-15,8654,0.0
78957,figuene01,6.0,8,8,2,2,1,1,0,2.72,26,91,58,36,2,20,10,13,6,0,48,0.116,1.03,1.0,2001-07-29,1.0,1974-05-18,8582,0.0
36452,carmofa01,6.0,6,6,2,1,1,6,1,4.76,26,109,71,36,16,19,7,10,4,0,59,0.127,1.06,0.8,2011-08-22,1.0,1980-08-30,9775,0.0
18965,pinedmi01,5.0,5,5,2,2,3,3,0,6.33,23,106,63,38,6,19,9,8,2,0,49,-0.023,0.77,0.4,2016-04-30,1.0,1989-01-18,8608,0.0
17830,masteju01,6.1,8,8,6,6,3,6,0,5.28,30,112,76,39,12,25,14,6,2,0,36,-0.226,1.12,-1.6,2009-05-06,1.0,1985-03-22,7612,0.0
14714,gausmke01,6.0,7,7,1,1,2,5,0,3.52,27,104,70,41,11,18,11,9,6,0,57,0.201,1.26,2.1,2016-06-05,1.0,1991-01-06,8019,0.0
24869,burbada01,2.2,6,6,3,3,0,0,0,5.63,15,47,32,25,0,7,5,9,6,0,34,-0.203,0.99,-2.1,1992-08-29,1.0,1966-07-07,8251,0.0
